"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Bad",59,-8,41,90,4,2,0,50,9,3,5,6,0,83,13,0,0,16,-8,1,1,0,100
"Good",85,306,8,99,24,0,0,100,-7,7,8,24,2,25,7,1,0,0,94,0,2,0,20
"Good",65,209,8,56,41,1,1,98,2,0,2,47,4,38,-7,0,0,0,69,3,6,0,43
"Bad",73,222,4,96,22,1,1,83,34,6,2,23,1,30,1,2,2,5,92,1,2,0,43
"Bad",73,134,2,54,50,0,0,100,-7,5,8,54,6,50,0,4,4,36,83,6,7,0,72
"Bad",60,206,9,40,8,2,2,88,-8,6,6,9,2,88,-7,0,0,99,81,1,5,1,100
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",69,379,2,105,15,0,0,84,3,4,6,19,3,74,0,2,2,31,100,1,2,1,60
"Bad",67,156,1,62,5,1,0,89,14,6,5,9,4,56,0,2,2,14,90,1,3,1,67
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",63,217,1,100,31,2,2,100,-7,6,8,33,2,21,1,3,3,75,92,13,3,7,94
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",82,220,5,59,26,0,0,100,-7,7,8,27,3,22,0,2,2,24,-8,4,1,1,63
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",77,251,29,111,23,3,1,89,43,6,5,27,0,56,0,1,1,2,42,3,2,0,63
"Good",82,212,22,115,14,0,0,100,-7,7,8,15,0,33,-7,0,0,45,-8,4,2,0,75
"Bad",61,289,5,64,18,0,0,89,8,4,6,18,6,39,4,2,2,73,-8,4,-8,1,57
"Good",90,249,22,104,12,0,0,100,-7,7,8,12,0,42,0,0,0,0,-8,0,1,0,20
"Good",75,162,8,93,18,1,1,95,25,6,2,19,1,26,0,0,0,19,82,4,3,0,78
"Bad",61,170,3,78,18,3,0,71,36,5,2,21,3,57,0,0,0,111,90,4,3,3,100
"Bad",70,178,6,114,16,0,0,88,12,6,6,16,2,31,-7,0,0,43,16,7,3,3,92
"Good",77,197,4,74,26,0,0,97,24,6,6,29,4,28,0,1,1,36,91,3,2,1,71
"Bad",72,304,17,112,31,1,1,94,8,4,3,32,0,31,0,1,1,35,56,5,2,1,62
"Good",76,404,7,125,27,1,0,97,69,6,5,29,2,10,4,1,1,11,-8,5,1,2,50
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",74,193,2,84,14,0,0,100,-7,7,8,21,3,27,4,2,2,77,-8,5,-8,2,83
"Good",71,308,10,113,32,1,1,100,-7,6,8,32,1,34,0,1,1,23,-8,5,5,2,59
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",71,129,0,58,46,0,0,100,-7,7,8,39,3,38,0,5,4,42,45,3,5,1,60
"Bad",73,-8,12,54,10,0,0,92,3,4,6,19,0,15,-7,0,0,1,22,1,2,0,57
"Bad",70,244,4,131,34,0,0,97,-7,5,7,23,1,24,-8,0,0,78,76,14,2,6,84
"Good",77,180,1,37,12,0,0,100,-7,7,8,14,4,29,0,2,2,22,98,4,3,1,64
"Good",70,76,1,36,19,0,0,100,-7,7,8,20,3,25,0,2,2,31,42,5,2,1,64
"Bad",68,368,4,111,47,0,0,100,-7,7,8,49,2,27,0,1,1,78,61,21,2,9,80
"Bad",82,163,18,86,14,0,0,100,-7,7,8,14,0,7,5,1,0,35,70,3,1,0,83
"Bad",80,96,4,49,25,0,0,100,-7,7,8,25,3,32,0,1,1,3,77,6,3,0,64
"Bad",72,152,2,62,9,1,1,100,-7,7,8,11,2,40,0,0,0,28,-8,1,1,0,40
"Good",86,291,6,122,23,0,0,100,-7,7,8,31,1,45,23,0,0,9,-8,4,1,1,83
"Good",83,158,5,74,19,0,0,100,-7,7,8,19,2,47,7,0,0,29,71,4,2,0,86
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",79,231,10,68,22,0,0,100,-7,7,8,22,1,9,10,0,0,25,-8,2,1,1,25
"Bad",66,124,8,58,33,0,0,94,1,4,6,35,1,39,0,2,2,54,56,3,3,0,89
"Bad",68,69,15,37,11,0,0,100,-7,7,8,11,0,27,0,1,1,86,-8,4,1,1,83
"Bad",56,203,8,80,22,0,0,95,3,4,6,19,2,14,-7,0,0,77,11,7,2,4,77
"Good",79,150,4,76,19,0,0,100,-7,7,8,29,1,20,-7,2,2,46,-8,2,1,1,44
"Bad",68,168,6,76,18,0,0,94,7,4,6,18,3,28,0,2,2,33,77,3,2,1,63
"Bad",65,226,4,82,48,0,0,100,-7,7,8,19,2,10,0,8,8,58,44,10,3,4,57
"Bad",72,210,4,83,14,0,0,93,57,6,6,15,2,43,0,3,3,59,79,4,3,2,88
"Good",85,143,26,79,26,0,0,100,-7,7,8,27,0,15,0,2,2,3,-8,3,1,0,50
"Bad",73,133,0,58,2,1,1,100,-7,6,7,3,4,20,-7,9,9,18,-8,3,-8,0,75
"Good",77,107,3,53,16,0,0,100,-7,7,8,24,4,67,0,4,4,28,61,1,5,0,86
"Bad",67,121,11,40,14,0,0,100,-7,7,8,15,1,87,0,1,1,104,34,1,1,1,100
"Good",79,100,12,48,14,0,0,100,-7,7,8,14,0,29,0,0,0,30,-8,1,1,0,33
"Bad",63,142,10,78,16,1,0,76,5,3,5,17,2,47,15,0,0,59,51,3,2,2,83
"Good",60,230,1,90,29,2,2,91,10,0,3,32,1,28,0,3,3,46,59,8,3,4,55
"Good",68,146,2,75,36,3,3,92,12,0,6,50,3,41,16,0,0,3,92,4,3,0,58
"Bad",78,225,25,114,31,0,0,100,-7,7,8,33,0,30,-7,1,1,56,21,7,3,2,73
"Good",71,75,2,29,14,0,0,100,-7,7,8,16,3,25,0,1,1,48,91,3,2,1,100
"Good",70,212,1,39,13,0,0,100,-7,7,8,15,7,27,1,3,3,39,68,4,4,1,73
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",82,212,4,98,29,0,0,100,-7,7,8,29,1,28,3,1,1,18,84,4,3,1,47
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",64,153,8,55,8,2,2,78,7,4,4,9,2,22,0,0,0,28,-8,4,1,0,71
"Good",80,268,9,113,42,0,0,100,-7,7,8,42,1,19,12,0,0,12,-8,6,1,1,42
"Good",68,54,4,29,5,0,0,100,-7,7,8,5,2,60,0,0,0,95,69,1,2,-8,100
"Good",84,169,3,79,19,0,0,100,-7,7,8,19,1,58,3,1,1,2,57,3,3,1,100
"Bad",66,159,2,82,15,1,1,82,24,6,4,22,1,50,-7,3,3,107,-8,2,1,1,100
"Good",77,105,3,35,15,0,0,93,16,6,6,15,6,47,4,5,5,6,96,1,2,0,57
"Bad",88,324,18,126,17,0,0,100,-7,7,8,17,0,6,-7,0,0,4,-8,5,1,1,75
"Good",89,404,55,170,7,0,0,100,-7,7,8,8,0,38,-8,0,0,0,-8,1,-8,-8,33
"Bad",83,113,25,62,15,0,0,100,-7,7,8,15,0,40,0,0,0,35,52,3,3,0,60
"Good",83,54,8,24,5,0,0,100,-7,7,8,6,2,50,-7,0,0,5,39,1,2,0,100
"Good",79,411,1,138,42,0,0,98,14,6,6,46,1,12,0,2,2,0,93,4,2,0,25
"Good",91,-8,10,99,11,0,0,100,-7,7,8,0,1,73,0,3,3,0,-8,1,1,0,50
"Good",50,130,7,63,10,7,7,59,1,0,2,17,1,12,0,0,0,13,-8,4,1,1,88
"Good",69,141,6,55,14,0,0,100,-7,7,8,14,2,14,1,1,1,58,38,2,1,1,43
"Good",70,266,23,107,23,0,0,100,-7,7,8,24,0,50,2,2,2,57,75,5,4,2,64
"Bad",65,340,2,81,49,0,0,89,5,4,6,56,3,25,0,9,8,6,86,9,5,1,56
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",72,145,7,57,45,0,0,100,-7,7,8,72,2,74,7,0,0,34,97,4,12,0,73
"Bad",62,165,11,80,24,1,1,92,1,4,6,26,1,52,0,0,0,1,-8,1,1,0,50
"Good",84,233,4,72,23,0,0,100,-7,7,8,23,1,35,0,0,0,16,40,3,3,0,67
"Good",88,74,2,120,23,0,0,100,-7,7,8,13,2,25,3,1,1,2,61,3,1,0,56
"Bad",76,114,7,51,23,0,0,100,-7,7,8,23,6,35,0,0,0,1,90,1,3,0,50
"Bad",68,126,8,58,15,0,0,63,16,6,6,16,1,44,7,0,0,47,68,1,5,1,55
"Good",68,279,7,86,9,0,0,89,15,5,6,9,2,78,6,0,0,90,99,2,4,2,100
"Good",80,150,1,65,27,0,0,100,-7,7,8,29,5,17,6,0,0,29,-8,3,1,1,67
"Bad",83,-8,7,86,15,0,0,80,34,6,6,0,1,47,1,2,2,0,51,1,3,0,80
"Bad",83,182,18,89,8,0,0,100,-7,7,8,8,0,13,0,4,4,28,-8,1,-8,0,20
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",88,204,14,86,18,0,0,100,-7,7,8,18,0,17,-7,0,0,3,-8,4,1,0,56
"Good",75,173,1,103,24,0,0,96,42,6,6,25,1,44,0,0,0,28,20,4,6,1,71
"Bad",61,-8,3,50,4,1,1,80,14,6,2,5,2,0,-7,0,0,74,-8,4,-8,3,100
"Good",74,502,25,191,13,1,0,93,25,6,5,14,0,0,-8,0,0,51,-8,3,-8,1,33
"Bad",84,394,3,134,26,0,0,96,16,6,6,27,3,56,0,1,1,7,80,5,3,0,73
"Bad",70,65,3,28,8,0,0,100,-7,7,8,8,2,13,1,2,2,33,-8,5,1,2,75
"Good",67,192,1,127,15,1,0,68,9,3,5,19,1,21,0,2,2,18,-8,4,1,0,83
"Good",74,35,2,14,5,0,0,100,-7,7,8,6,3,50,1,2,2,5,78,1,3,0,67
"Good",75,201,2,65,31,0,0,97,44,6,6,46,6,30,12,0,0,30,76,4,3,1,36
"Good",82,151,4,66,10,1,0,91,51,6,5,13,2,23,10,0,0,0,-8,0,1,-8,33
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",72,123,7,56,27,0,0,96,35,6,6,27,1,30,0,2,2,36,73,7,4,2,65
"Bad",59,183,47,133,2,4,4,40,13,6,2,7,0,20,0,1,1,-8,-8,-8,1,-8,100
"Good",58,214,20,122,6,3,2,54,2,3,3,13,0,62,-7,0,0,11,60,3,2,0,83
"Bad",70,88,7,42,14,1,1,93,25,6,2,16,2,67,-7,2,2,38,63,2,5,-8,88
"Bad",57,474,20,140,10,4,3,54,5,4,5,13,0,31,-7,0,0,15,81,5,1,2,78
"Bad",55,222,15,93,18,0,0,67,1,4,6,21,0,19,0,0,0,105,72,11,3,3,82
"Good",86,153,5,70,13,0,0,100,-7,7,8,14,1,29,-7,1,1,18,60,2,2,0,50
"Bad",80,342,4,68,28,0,0,100,-7,7,8,28,2,57,0,1,1,57,86,5,5,1,83
"Bad",73,148,0,47,24,0,0,93,6,4,6,34,9,43,-7,9,9,14,67,2,4,0,67
"Good",78,169,17,71,34,0,0,100,-7,7,8,34,0,35,0,0,0,34,48,2,4,1,55
"Bad",66,417,17,165,7,1,0,89,3,4,5,9,0,56,16,0,0,93,80,2,1,1,100
"Bad",68,197,21,88,8,1,0,55,3,3,5,11,0,36,1,2,2,6,-8,1,-8,0,17
"Good",69,145,4,67,20,1,1,100,-7,6,8,20,1,25,0,4,4,44,54,4,2,1,86
"Bad",82,223,22,87,21,1,0,68,12,6,5,25,0,16,0,0,0,0,-8,0,1,0,20
"Bad",66,118,6,22,10,0,0,90,-8,6,6,32,2,40,-7,0,0,31,77,3,3,1,75
"Good",91,225,4,121,12,0,0,100,-7,7,8,28,2,25,-8,0,0,3,-8,2,1,0,60
"Bad",71,117,4,37,13,0,0,100,-7,7,8,13,3,100,2,1,1,-8,72,-8,5,-8,100
"Bad",64,117,5,61,18,1,0,74,15,6,5,19,3,47,-7,2,2,70,98,3,2,0,83
"Bad",61,243,10,104,20,0,0,86,2,4,6,22,1,36,-7,0,0,90,89,4,3,2,100
"Bad",72,365,11,83,22,0,0,100,-7,7,8,22,1,41,0,0,0,49,23,6,2,1,73
"Bad",90,131,22,90,14,0,0,100,-7,7,8,15,0,50,-7,0,0,2,-8,1,1,0,50
"Bad",57,19,2,18,18,0,0,100,-7,7,8,3,13,13,-7,9,9,30,48,15,3,3,86
"Bad",64,180,10,62,21,0,0,95,25,6,6,21,2,29,0,7,6,107,-8,2,1,2,75
"Good",84,340,16,96,14,0,0,100,-7,7,8,16,0,13,-8,0,0,28,-8,3,1,0,67
"Good",75,273,10,107,27,1,0,93,18,6,5,29,1,17,10,0,0,26,91,4,2,0,54
"Bad",65,238,5,89,52,1,0,93,3,3,5,66,2,25,6,1,0,46,78,12,5,4,75
"Bad",70,132,2,49,20,0,0,100,-7,7,8,21,4,33,-7,5,4,70,60,2,2,1,67
"Bad",64,184,6,130,5,1,1,83,2,0,2,6,1,0,0,0,0,10,-8,1,-8,0,40
"Good",87,188,2,79,24,0,0,100,-7,7,8,25,3,36,4,2,2,1,-8,3,1,0,44
"Bad",55,161,24,80,14,1,1,69,1,4,3,21,0,31,2,1,1,86,36,3,2,2,100
"Good",81,266,2,51,29,0,0,100,-7,7,8,30,4,53,0,1,1,9,88,3,6,0,83
"Good",88,474,2,153,23,0,0,100,-7,7,8,26,2,54,0,1,1,2,65,3,4,0,70
"Good",65,72,11,32,20,0,0,100,-7,7,8,21,1,5,6,0,0,48,-8,6,-8,3,40
"Bad",66,111,14,54,14,1,0,94,42,6,5,16,0,6,0,0,0,96,-8,7,-8,5,100
"Bad",73,367,7,129,30,1,1,91,25,5,3,32,1,34,2,2,2,29,-8,6,2,2,67
"Good",77,226,4,77,18,0,0,89,28,6,6,18,2,33,0,0,0,30,90,2,2,0,80
"Good",72,104,11,53,11,0,0,92,5,4,6,13,1,38,0,1,1,38,83,1,3,0,80
"Good",79,175,2,66,42,0,0,100,-7,7,8,43,6,16,0,1,1,3,96,4,2,1,27
"Good",84,270,12,104,33,0,0,100,-7,7,8,33,0,36,0,3,3,0,84,1,3,0,31
"Good",79,305,1,108,25,0,0,93,39,6,6,29,2,31,0,2,2,22,82,2,4,0,70
"Good",59,159,6,87,28,6,6,81,6,0,2,36,2,36,3,1,1,35,-8,6,2,2,80
"Bad",49,103,4,48,10,12,9,53,7,0,2,17,1,35,-7,2,2,37,66,5,2,0,80
"Bad",77,237,1,71,24,0,0,97,81,6,6,30,4,55,1,1,1,43,74,3,2,0,63
"Good",71,207,6,187,22,0,0,100,-7,7,8,3,1,23,0,2,2,79,95,10,1,7,100
"Bad",51,402,9,137,42,5,3,74,2,4,4,50,1,42,2,3,3,21,31,3,4,0,53
"Good",88,225,6,112,23,0,0,96,18,6,6,22,2,22,-7,0,0,3,-8,3,-8,0,38
"Bad",57,122,10,106,12,0,0,50,8,4,6,11,2,42,0,4,4,70,88,5,1,2,100
"Bad",66,286,1,114,45,0,0,93,68,6,6,46,1,20,0,0,0,67,-8,12,4,2,71
"Bad",57,26,7,18,5,0,0,100,-7,7,8,5,1,60,0,1,1,100,-8,2,1,2,100
"Bad",72,165,3,69,19,0,0,84,9,4,6,25,3,52,0,3,3,0,95,0,3,0,50
"Bad",72,169,8,86,12,3,2,80,12,6,5,17,1,33,0,0,0,1,-8,1,1,0,40
"Good",78,233,9,103,42,0,0,100,-7,7,8,42,2,38,-8,0,0,20,85,5,4,0,56
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",73,178,4,73,14,0,0,100,-7,7,8,14,2,50,15,0,0,74,93,6,2,1,100
"Bad",55,101,4,29,12,0,0,92,2,4,6,13,3,38,0,0,0,43,83,5,3,2,100
"Bad",64,257,7,62,16,0,0,94,44,6,6,16,4,38,0,3,3,90,95,4,2,3,100
"Bad",62,69,5,24,8,1,1,89,33,6,6,9,3,33,1,2,2,92,-8,4,-8,3,67
"Good",86,242,18,97,14,0,0,100,-7,7,8,14,0,43,-8,0,0,0,38,0,3,0,50
"Bad",83,129,5,48,4,0,0,100,-7,7,8,4,2,50,-7,1,1,30,-8,1,1,0,100
"Good",77,260,4,97,29,0,0,97,40,6,6,30,2,13,0,0,0,36,-8,3,-8,0,33
"Bad",71,149,3,63,27,0,0,96,-8,6,6,28,2,36,0,1,1,41,97,7,1,2,73
"Bad",70,148,2,79,18,0,0,90,26,6,6,21,1,38,-7,3,2,38,100,2,2,2,63
"Bad",72,74,8,39,14,0,0,86,18,6,6,14,1,64,-7,2,1,7,92,2,1,-8,75
"Bad",65,165,7,67,26,1,1,93,4,4,4,27,2,15,0,0,0,32,93,12,3,1,75
"Good",72,186,4,83,22,1,1,80,12,6,3,26,1,16,4,1,1,68,27,4,2,2,50
"Good",77,237,5,78,27,0,0,100,-7,7,8,27,2,11,15,0,0,35,-8,5,1,2,67
"Bad",69,307,9,108,20,0,0,81,3,4,6,21,1,33,6,0,0,20,58,4,3,0,89
"Good",80,219,3,92,18,0,0,100,-7,7,8,20,2,20,5,0,0,41,100,5,2,1,88
"Bad",77,141,3,77,29,0,0,100,-7,7,8,31,3,42,0,0,0,33,85,4,2,2,55
"Bad",77,110,17,48,17,0,0,100,-7,7,8,18,0,39,0,2,2,22,67,4,3,0,64
"Good",73,135,3,93,6,3,1,75,79,6,4,12,1,67,1,3,3,0,118,0,2,-8,67
"Good",84,209,3,84,19,0,0,100,-7,7,8,20,2,30,2,5,5,0,51,2,3,0,63
"Bad",61,214,5,92,38,0,0,95,4,4,6,79,2,21,1,6,6,26,76,5,2,3,33
"Bad",55,208,6,75,49,1,1,94,1,4,6,50,1,20,0,0,0,5,-8,4,3,1,41
"Bad",83,122,13,35,11,0,0,100,-7,7,8,11,0,36,0,0,0,2,-8,2,1,0,50
"Good",75,255,3,102,30,0,0,97,22,6,6,39,2,23,-8,0,0,31,72,9,6,2,57
"Good",87,156,6,104,13,0,0,100,-7,7,8,13,1,15,0,0,0,26,-8,2,1,0,30
"Bad",58,187,2,60,19,0,0,85,5,4,6,20,1,25,0,1,1,73,99,5,2,3,78
"Good",74,184,3,79,23,0,0,91,69,6,6,23,2,30,3,3,3,24,29,3,2,1,71
"Good",76,201,13,87,18,0,0,100,-7,7,8,18,0,22,0,0,0,75,83,2,2,1,67
"Good",77,175,39,90,9,0,0,100,-7,7,8,9,0,22,-7,2,2,65,-8,4,1,1,83
"Bad",65,237,0,90,42,0,0,98,43,6,6,62,2,58,-7,3,3,60,90,4,4,4,80
"Bad",75,184,4,88,5,0,0,83,11,4,6,6,1,0,1,3,3,57,-8,1,-8,0,33
"Good",73,422,2,62,42,0,0,98,11,4,6,43,8,23,0,4,4,12,-8,4,2,0,44
"Good",55,303,4,76,20,1,0,86,0,3,5,21,2,57,4,1,1,44,90,5,3,2,100
"Good",73,151,3,57,20,0,0,100,-7,7,8,22,4,25,-7,0,0,46,78,5,3,1,73
"Bad",83,284,34,93,9,0,0,100,-7,7,8,22,0,33,7,0,0,0,50,0,1,0,25
"Bad",54,79,7,27,9,0,0,82,5,4,6,12,2,17,0,1,1,21,-8,5,1,2,75
"Bad",87,120,12,59,26,0,0,100,-7,7,8,26,0,54,-7,1,1,1,-8,2,1,0,75
"Good",69,140,15,54,8,1,0,78,25,6,5,16,0,44,-7,1,1,48,76,4,2,1,86
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",54,324,3,79,22,6,5,70,3,0,2,37,2,37,-7,2,2,12,66,3,4,0,78
"Bad",62,77,9,43,9,2,1,64,14,6,2,11,1,64,0,0,0,-8,84,-8,4,-8,100
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",58,142,2,60,11,1,1,92,3,0,2,13,1,46,0,0,0,91,87,7,4,3,100
"Bad",56,146,3,41,37,0,0,100,-7,7,8,41,4,24,4,1,1,75,75,15,2,5,90
"Good",69,-8,5,138,30,0,0,97,23,6,6,0,1,20,0,4,3,40,38,12,2,3,74
"Bad",61,123,39,63,10,0,0,73,3,4,6,11,0,36,-8,1,0,73,-8,1,1,1,33
"Good",86,363,2,180,26,0,0,97,-7,5,7,29,1,28,0,0,0,3,52,3,1,1,45
"Bad",66,-8,7,63,23,0,0,96,31,6,6,25,3,24,-7,0,0,73,47,8,3,4,85
"Bad",59,324,2,138,24,0,0,85,5,4,6,27,1,26,0,1,1,68,-8,7,1,3,90
"Bad",63,242,2,68,25,0,0,100,-7,7,8,26,1,19,-7,3,3,73,-8,12,1,5,87
"Good",83,227,11,75,23,0,0,96,50,6,6,24,1,48,-7,0,0,0,-8,0,1,0,33
"Bad",65,60,18,35,9,0,0,100,-7,7,8,9,0,44,-7,0,0,102,65,5,2,2,100
"Good",75,281,20,91,19,0,0,95,27,6,6,12,0,16,-7,3,3,22,81,5,1,0,60
"Good",72,199,15,83,20,0,0,80,37,6,6,20,0,45,14,0,0,54,90,1,2,1,75
"Good",77,126,3,66,55,0,0,100,-7,7,8,58,2,41,0,0,0,59,67,4,6,1,91
"Good",68,276,2,59,27,1,1,100,-7,6,8,31,2,42,0,4,4,9,70,3,4,0,47
"Bad",61,79,4,36,19,0,0,95,5,4,6,19,3,26,0,6,6,31,86,5,3,1,62
"Bad",68,87,4,44,20,0,0,85,18,6,6,20,3,20,0,4,4,24,-8,8,2,0,77
"Bad",78,126,12,60,11,0,0,100,-7,7,8,15,0,33,-7,0,0,53,86,2,2,2,80
"Good",77,207,4,87,18,0,0,89,64,6,6,19,2,39,9,0,0,12,94,4,2,0,75
"Good",69,335,6,90,35,0,0,97,3,4,6,36,1,43,0,4,4,10,32,5,7,0,60
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",58,199,37,83,23,0,0,78,6,4,6,23,0,17,0,0,0,98,2,12,2,8,93
"Good",64,116,11,53,18,2,2,90,54,6,3,20,1,45,-7,1,1,72,65,6,5,2,100
"Bad",68,85,2,42,24,0,0,100,-7,7,8,27,3,48,0,2,2,38,77,4,3,3,64
"Bad",81,163,7,75,22,1,1,91,26,6,4,23,1,61,14,0,0,4,63,1,3,0,57
"Bad",59,75,4,43,22,0,0,96,18,5,6,23,2,30,0,7,7,59,82,14,4,2,90
"Good",73,259,1,76,27,1,1,100,-7,7,8,30,7,24,0,1,1,40,100,5,2,0,78
"Bad",66,410,14,151,22,1,1,100,-7,6,8,22,0,18,3,1,1,69,-8,10,2,5,71
"Bad",64,144,5,64,30,0,0,97,-7,5,7,30,3,53,0,1,1,88,74,8,4,2,92
"Good",75,141,8,71,7,1,1,78,25,6,3,9,1,33,0,0,0,2,-8,1,1,0,50
"Good",75,108,1,60,37,0,0,97,16,6,6,39,2,18,0,0,0,12,-8,6,2,0,38
"Good",79,214,2,64,28,0,0,94,68,6,6,32,2,16,3,1,1,45,-8,1,1,1,50
"Bad",64,149,20,69,23,2,2,83,9,4,3,25,0,25,1,1,1,51,-8,5,1,1,100
"Bad",82,274,21,123,11,0,0,100,-7,7,8,11,0,9,0,0,0,20,-8,4,1,1,56
"Good",66,192,2,84,10,5,4,56,26,6,2,16,1,38,0,1,1,11,3,1,1,1,50
"Good",82,195,12,100,38,0,0,100,-7,7,8,40,0,35,-8,0,0,32,-8,5,2,1,54
"Bad",73,181,8,71,25,0,0,100,-7,7,8,25,4,56,0,0,0,45,76,6,6,1,86
"Good",88,152,25,75,16,0,0,100,-7,7,8,18,0,11,0,1,1,0,-8,3,1,0,50
"Bad",66,105,6,41,13,0,0,85,3,4,6,13,3,54,0,2,2,36,94,1,3,0,80
"Good",74,371,6,79,40,0,0,100,-7,7,8,43,4,23,0,0,0,28,13,6,2,2,47
"Bad",70,137,7,51,27,0,0,93,12,6,6,27,3,30,0,1,1,43,-8,6,2,3,53
"Bad",72,184,5,100,22,0,0,82,1,4,6,5,3,18,17,0,0,2,52,6,3,1,60
"Bad",55,77,2,48,5,2,2,100,-7,7,8,8,2,67,0,2,2,94,190,2,4,-8,100
"Good",87,296,26,120,12,0,0,100,-7,7,8,14,0,42,-8,0,0,17,33,2,1,0,75
"Bad",79,439,15,142,17,2,2,89,68,6,3,38,0,11,15,0,0,3,-8,5,-8,0,50
"Good",78,274,4,98,5,0,0,100,-7,7,8,6,2,67,0,2,2,0,80,0,2,0,50
"Good",84,217,5,90,17,1,0,95,53,6,5,19,1,47,-8,0,0,3,-8,3,2,0,71
"Good",74,226,3,66,27,0,0,93,12,6,6,43,4,37,9,0,0,32,81,5,4,0,75
"Good",76,193,9,90,32,0,0,100,-7,7,8,35,2,40,0,1,1,37,-8,3,1,1,67
"Bad",70,187,13,51,31,0,0,100,-7,7,8,31,0,61,0,6,6,41,71,2,6,1,62
"Bad",73,69,24,42,7,0,0,100,-7,7,8,7,0,14,-7,1,0,54,37,5,1,1,86
"Bad",75,89,12,48,10,0,0,90,27,6,6,10,0,50,0,0,0,0,-8,0,1,-8,50
"Good",87,150,27,77,27,0,0,100,-7,7,8,27,0,30,2,1,1,4,3,4,2,0,55
"Bad",64,73,8,32,38,0,0,97,8,4,6,38,3,58,-7,0,0,61,77,11,5,1,89
"Good",87,57,18,215,12,0,0,100,-7,7,8,2,0,25,-8,0,0,0,73,1,1,0,29
"Bad",57,161,4,69,9,0,0,73,14,6,6,11,3,55,0,0,0,78,46,1,4,1,100
"Good",79,282,5,78,45,0,0,100,-7,7,8,47,3,23,0,0,0,9,57,1,5,1,46
"Bad",59,163,18,80,5,1,1,83,-8,6,6,6,0,83,6,0,0,101,42,1,2,1,100
"Bad",72,244,0,109,25,0,0,100,-7,7,8,27,4,15,0,6,6,46,-8,5,2,1,50
"Bad",75,360,1,43,18,0,0,100,-7,7,8,37,6,32,-7,0,0,36,38,3,3,0,55
"Bad",67,124,2,53,18,0,0,89,6,4,6,20,1,47,2,3,3,30,58,5,2,1,100
"Good",80,190,4,88,30,0,0,100,-7,7,8,32,2,53,-7,0,0,62,41,2,3,0,83
"Bad",59,179,11,40,28,0,0,100,-7,7,8,28,3,11,0,1,1,62,65,8,1,4,75
